Anime_Name,Location_Name,Coordinates,Real_Photos,Anime_Photos
3D彼女 リアルガール,Shonan Port,"35.30024342812901, 139.4838315578476",['https://livedoor.blogimg.jp/fly_ask/imgs/f/7/f765ba64-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/e/7/e71c05bc-s.jpg']
フルーツバスケット,Starbucks Coffee Shinjuku 3-chome store,"35.692020547710335, 139.70648085781215","['https://livedoor.blogimg.jp/fly_ask/imgs/0/8/08c10304-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/5/9/5972d55f-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/1/d13bb4aa-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/f/2/f2d6916c-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/7/97fee26b-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/d/3/d35ba706-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/7/a7fd5cff-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/1/a16517a8-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/2/b/2b86d7b5-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/a/bae73e33-s.jpg']"
食戟のソーマ 豪ノ皿,Tachikawa Sun Sun Road,"35.702866009782525, 139.41265465464548","['https://livedoor.blogimg.jp/fly_ask/imgs/5/4/54df5baf-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/0/b0a346be-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/7/c7ac6da8-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/7/7/77c3343a-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/5/95875a41-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/1/b1cfd2cb-s.jpg']"
ラーメン大好き小泉さん,Taimeiken,"35.684569087642544, 139.77568349788862","['https://livedoor.blogimg.jp/fly_ask/imgs/b/0/b0a6e9a1-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/5/a5b31c69-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/b/bbd2d79e-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/d/e/de4f95b0.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/8/c8cfb9cc.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/d/ad51c75c.jpg']"
世話やきキツネの仙狐さん,Takayama Station,"36.141082565994125, 137.2513710528101","['https://livedoor.blogimg.jp/fly_ask/imgs/8/9/899abebf-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/8/98aa6bf4-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/8/c8d75b2e-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/c/f/cf475d0f-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/c/dc105b8e-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/5/8/581885f1-s.jpg']"
あひるの空,Tamagawa Speedway,"35.58743625918135, 139.6635234869325","['https://livedoor.blogimg.jp/fly_ask/imgs/1/c/1ce61f53-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/f/3/f31ba2e5-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/2/9/291d791a-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/5/a/5a0198dd-s.jpg']"
ダンベル何キロ持てる？,TFT Building East Wing,"35.63089527260845, 139.79068164115034","['https://livedoor.blogimg.jp/fly_ask/imgs/e/5/e5c5180a-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/1/b12eeead-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/7/b/7b479ffe-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/c/dc3fe259-s.jpg']"
たまゆら,The origins of swordsmithing,"34.41051022721924, 133.20221012392022",['https://livedoor.blogimg.jp/fly_ask/imgs/4/6/46890e09-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/f/4/f4395b1e-s.jpg']
神様になった日,Todaiji Temple South Gate,"34.685798750768356, 135.8398446104356",['https://livedoor.blogimg.jp/fly_ask/imgs/d/4/d4f6afbd-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/5/5/5532883d-s.jpg']
恋愛フロップス,Tokyo Metropolitan Government Building,"35.68954176415418, 139.69167865279564",['https://livedoor.blogimg.jp/fly_ask/imgs/c/8/c8210fce-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/7/5/751e4134-s.jpg']
四月は君の嘘,Tokyo Metropolitan Government Shakujii Public School,"35.73067390065429, 139.57136096792902",['https://livedoor.blogimg.jp/fly_ask/imgs/5/c/5ce2d577-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/b/4/b4193fc9-s.jpg']
CIRCLET PRINCESS（サークレット・プリンセス）,Tokyo Station Marunouchi South,"35.680869205591456, 139.76471390795703",['https://livedoor.blogimg.jp/fly_ask/imgs/0/5/053795bf-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/c/6/c6b9be5e-s.jpg']
D.C.4 〜ダ・カーポ4〜,Tsunoshima Bridge,"34.351236873050944, 130.88916055275408",['https://livedoor.blogimg.jp/fly_ask/imgs/a/d/ada233bc-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/0/f/0fa97803-s.jpg']
ヨルムンガンド PERFECT ORDER,Umihotaru,"35.46395414624144, 139.8745083054571","['https://livedoor.blogimg.jp/fly_ask/imgs/c/0/c05668ce-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/e/7eddf8a5-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/e/ae952e44-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/1/8/18500737-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/3/d3852492-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/1/7/17dcd61b-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/3/4/34248f28-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/5/8/58c0637a-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/8/78f0548b-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/f/cfa61b97-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/4/b4c535d2-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/7/5/753f4cac-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/f/2/f2744b61-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/e/5/e5ccf5d5-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/d/bd39bd49-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/6/1/61994c3e-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/d/dd7ca5ea-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/7/a7e0028d-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/0/907e5c3e-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/0/3/03368734-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/2/9275c694-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/2/f/2f20db42-s.jpg']"
たまゆら,View from the top of Senkoji Temple,"34.410740427145996, 133.19750252576972",['https://livedoor.blogimg.jp/fly_ask/imgs/9/4/94184197-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/7/7/774f8abe-s.jpg']
彼女、お借りします(第2期),WILDMAGIC - The Rainbow Farm,"35.650160929056504, 139.78908672114778","['https://livedoor.blogimg.jp/fly_ask/imgs/e/a/ea57e830-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/d/ad489a2f-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/1/81e52fb0-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/d/6/d6eca8dd-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/4/c/4c626491-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/7/d724e18e-s.jpg']"
繰繰れ！コックリさん,Yakumo Shrine,"42.25534655280968, 140.26426090173723","['https://livedoor.blogimg.jp/fly_ask/imgs/b/7/b7ab5c8f-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/e/ae4a6329-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/d/e/de630148-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/5/4/5442ae3d-s.jpg']"
kiss×sis,Yamaniya,"36.49746813169395, 138.9175638084087","['https://livedoor.blogimg.jp/fly_ask/imgs/c/e/ceeb2447-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/7/77d8e7c1-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/3/0/3021f4d2-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/3/b3290e8a-s.jpg']"
アイドルマスター,Yamashita,"35.445747991856955, 139.64972565257892","['https://livedoor.blogimg.jp/fly_ask/imgs/5/3/53ad17ce-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/f/0/f06e5b39-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/e/9e03c0e6-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/3/1/3118ee30-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/3/0/30a6a84c-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/2/7/27fbcc75-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/3/73e1e0c5-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/4/9/49e3d373-s.png', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/4/c4d0cb68.png', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/0/70ced18d-s.png', 'https://livedoor.blogimg.jp/fly_ask/imgs/1/8/18053f48-s.png', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/c/8c8291af-s.png', 'https://livedoor.blogimg.jp/fly_ask/imgs/0/d/0d08fb06-s.png', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/9/d932bea7-s.png']"
金色のコルダBlue♪Sky,Yamashita Park,"35.44584934491526, 139.64965081463444","['https://livedoor.blogimg.jp/fly_ask/imgs/d/a/da5cf407-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/f/afb9cae8-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/2/b/2bb0d3e7-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/2/c202df57-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/f/cf46f7ef-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/0/4/04120d74-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/2/c25f8379-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/e/d/ed9c738b-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/f/a/faeb1bbe-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/6/f/6fe75bda-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/6/6/665f61ff-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/6/7/6715002e-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/6/76a4f562-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/3/8/3865a86c-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/5/85bbac7b-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/f/9ff8ffae-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/2/82365ec4-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/5/85ad69bf-s.jpg']"
探偵オペラ ミルキィホームズ,Yamashita Park,"35.44584934491526, 139.64965081463444","['https://livedoor.blogimg.jp/fly_ask/imgs/e/e/ee2cfd32-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/d/8d9e0003-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/6/f/6f4e5940-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/2/e/2e015c63-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/e/2/e2018a4e.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/f/6/f6c1f4d7.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/0/a/0ad1ed0b.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/7/a758f4bd.jpg']"
ふたりはミルキィホームズ,Yamashita Park,"35.44584934491526, 139.64965081463444","['https://livedoor.blogimg.jp/fly_ask/imgs/5/a/5ae0ff06-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/9/79ebd933-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/5/3/5343b307-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/6/a/6a44f7fb-s.jpg']"
ろんぐらいだぁす！,Yamazaki Y Shoppunishiten,"36.563063620068185, 137.84419215467287",['https://livedoor.blogimg.jp/fly_ask/imgs/5/d/5d532d3b-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/8/8/88ef2157-s.jpg']
ゾン100〜ゾンビになるまでにしたい100のこと〜,Yubatake hot springs in Kusatsu,"36.62296068769028, 138.59672563538848","['https://livedoor.blogimg.jp/fly_ask/imgs/1/d/1d1888ee-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/e/8e9e9ef2-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/0/8063fb2f-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/3/8/38969044-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/1/b16aae4f-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/5/9/5939d95e-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/5/85c48802-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/1/1/117ecd81-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/f/8/f8bce33a-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/1/e/1eb8eb21-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/1/712b94cf-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/f/3/f33f55c4-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/e/1/e13a4f2c-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/9/c9a75a24-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/4/3/4311be94-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/1/5/15d6f531-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/7/87ef4e6b-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/7/775e891e-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/2/5/2543176f-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/4/d4d8dc06-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/c/1/c1ac50d3-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/7/d75d8f2e-s.jpg']"
覆面系ノイズ,Yuigahama Beach,"35.309373525799614, 139.54200757584886","['https://livedoor.blogimg.jp/fly_ask/imgs/3/4/345adb97-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/1/0/10bd6235-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/4/9/49c94e07-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/4/1/41327f31-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/9/a/9a71f07c.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/f/0/f0ee2a76.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/e/a/eab88a06.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/1/d16c9043.jpg']"
無彩限のファントム・ワールド,Yuigahama Beach,"35.309373525799614, 139.54200757584886","['https://livedoor.blogimg.jp/fly_ask/imgs/6/f/6fdb460f-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/e/3/e3353244-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/7/9/790b48d8-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/4/7/47dbc768-s.jpg']"
CIRCLET PRINCESS（サークレット・プリンセス）,Yurakucho Station International Forum Exit,"35.6750045571534, 139.76304185464463","['https://livedoor.blogimg.jp/fly_ask/imgs/8/6/8632a175-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/0/8/08e942a5-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/2/6/26f47c5e-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/c/8c539838-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/8/b8ad30a0-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/7/a7c9f3b7-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/2/7/279ab64c-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/3/9306b8f9-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/8/7/8702a10d-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/7/6/76b51959-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/0/e/0eaf51b2-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/3/a3cb3385-s.jpg']"
世紀末オカルト学院,Zenkoji Temple Main Hall,"36.66155917303201, 138.18771072199755",['https://livedoor.blogimg.jp/fly_ask/imgs/8/3/832040c4-s.jpg'],['https://livedoor.blogimg.jp/fly_ask/imgs/8/1/81cc7e1b-s.jpg']
世紀末オカルト学院,Zenkoji Temple Nakamise Street,"36.65906654648378, 138.18762408166577","['https://livedoor.blogimg.jp/fly_ask/imgs/6/3/6368b6f5-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/0/90bfd115-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/4/1/41196860-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/0/1/01db3714-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/e/6/e6ebb6db-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/d/e/de3bcf38-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/9/2/92a76e96-s.jpg']","['https://livedoor.blogimg.jp/fly_ask/imgs/9/0/900d9e1c-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/2/4/2416f1b9-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/b/9/b9c31253-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/e/c/ecb022f8-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/1/e/1e65a32d-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/a/2/a26b9be6-s.jpg', 'https://livedoor.blogimg.jp/fly_ask/imgs/f/5/f5ae90c8-s.jpg']"
